100

54,11,56,8,39,48,95,60,55,25,6,42,89,13,67,72,46,24,36,37,50,34,84,88,23,98,76,18,79,28,35,65,62,87,59,61,4,92,43,19,27,12,57,38,22,63,94,9,91,69,26,1,74,70,64,73,44,58,49,81,16,17,3,71,21,90,100,86,75,31,45,40,15,41,82,29,33,32,83,5,80,10,77,85,47,97,20,2,66,51,52,78,68,53,14,93,96,30,99,7
100,66,26,1,53,69,51,33,74,86,73,78,19,46,80,13,14,15,61,36,97,49,7,76,10,17,79,42,98,95,84,29,11,75,32,16,40,30,62,8,59,22,72,44,56,60,3,85,52,65,4,94,89,83,37,57,58,70,31,77,20,12,50,92,25,99,81,96,9,5,6,63,55,90,39,28,68,67,91,18,48,34,43,88,93,82,23,21,87,24,45,38,64,54,71,35,2,47,27,41
21,52,4,73,94,37,91,58,89,86,35,96,48,9,65,23,8,18,38,66,84,28,5,92,26,6,34,62,95,30,3,33,25,19,54,77,42,24,78,57,63,39,7,53,17,20,99,36,40,2,83,82,69,29,76,68,1,44,45,16,87,70,31,64,67,75,22,71,55,98,81,49,60,11,15,43,85,12,10,97,88,14,50,56,61,47,59,90,41,100,51,80,46,32,27,93,72,74,13,79
58,19,33,28,64,30,1,55,82,4,7,65,79,69,27,39,18,99,96,84,76,74,61,62,91,59,89,23,9,52,98,66,77,47,93,56,3,42,49,11,45,34,40,38,78,87,54,80,36,86,25,51,6,68,31,73,41,15,85,92,22,10,71,50,21,60,32,95,90,97,53,35,75,2,100,8,63,67,44,43,83,26,29,72,46,81,13,20,88,16,12,70,24,37,5,17,94,14,48,57
84,32,22,35,5,97,15,27,69,14,7,72,18,78,31,90,42,59,79,1,88,77,26,53,92,49,45,82,99,16,33,39,75,67,68,43,17,19,71,11,21,10,36,34,4,65,55,86,63,48,66,54,93,8,94,9,89,51,6,3,70,91,25,64,56,52,85,29,58,96,81,98,28,74,23,30,60,73,41,13,100,37,50,40,95,2,80,76,47,12,57,87,61,24,83,38,44,20,62,46
16,60,92,56,86,28,14,81,97,31,66,30,20,12,100,58,4,23,52,6,33,62,3,91,10,27,85,75,76,19,51,49,94,11,82,74,13,38,41,88,67,96,40,57,78,95,9,17,24,34,5,21,39,59,80,32,2,71,45,7,64,26,93,47,29,36,87,54,1,35,63,46,90,77,48,42,69,37,83,61,84,72,8,68,65,70,53,98,18,99,22,25,73,44,15,89,79,43,50,55
75,84,72,49,22,79,28,44,33,55,85,56,58,34,65,53,88,57,66,77,29,13,76,71,43,19,61,37,27,100,70,8,20,95,96,23,47,87,36,48,97,26,14,91,5,90,1,60,11,73,68,45,83,17,52,94,39,46,2,74,18,3,92,35,15,24,30,16,86,54,38,12,21,67,4,69,25,78,51,7,41,31,40,59,93,32,50,89,42,10,6,80,64,63,99,98,81,62,9,82
48,92,23,1,85,19,84,72,95,81,34,43,24,58,46,57,67,9,70,32,88,56,80,26,100,44,55,2,79,82,66,87,45,94,76,6,41,99,3,11,42,73,27,15,61,22,12,18,97,29,71,38,59,96,64,53,68,36,75,20,14,21,10,16,93,86,13,51,69,17,8,37,7,77,25,28,4,74,60,47,78,62,83,39,30,54,52,5,63,35,65,49,50,91,90,89,98,40,31,33
34,87,37,94,60,63,92,6,58,18,78,68,44,16,8,76,24,10,53,77,56,51,21,80,50,26,46,88,42,86,5,39,90,59,64,47,3,71,100,31,62,73,33,14,72,89,20,9,91,4,98,40,97,36,41,74,52,55,1,30,25,69,35,32,99,45,49,85,83,93,17,75,12,84,54,57,2,27,65,67,82,48,81,29,19,15,7,11,23,22,95,66,13,43,61,96,28,38,70,79
71,16,8,59,24,55,37,46,4,5,42,72,2,45,43,78,25,14,17,34,76,20,28,74,92,62,53,61,56,73,54,30,67,86,1,51,35,18,66,13,95,7,29,38,68,33,100,21,99,9,12,41,96,90,50,58,11,22,84,40,57,27,23,70,63,36,83,69,47,10,6,60,52,31,89,93,65,91,94,32,81,87,19,49,97,48,26,85,3,39,44,88,80,82,77,79,64,98,15,75
46,89,27,9,13,25,5,18,19,62,47,12,43,86,84,67,41,77,52,88,82,63,16,93,17,73,97,94,49,53,26,14,79,64,66,34,42,56,99,35,61,91,51,1,6,3,2,8,75,11,45,69,78,70,57,54,98,72,95,30,29,39,96,15,36,10,71,24,48,76,33,44,55,40,68,50,38,81,21,100,23,92,59,60,4,74,90,37,85,32,58,28,80,31,7,65,20,22,83,87
81,30,87,34,100,46,24,82,76,15,89,58,32,50,91,86,45,16,88,74,54,41,72,92,67,57,69,42,28,75,61,10,19,59,26,96,98,4,47,17,78,3,25,14,29,37,22,12,13,27,31,85,94,33,52,70,53,83,51,2,18,79,48,71,64,40,20,8,90,35,60,11,73,5,95,43,56,23,63,65,21,66,93,1,84,38,99,55,36,7,44,62,39,77,68,80,49,97,9,6
93,24,75,54,26,33,97,57,66,100,12,41,51,13,83,82,50,32,70,77,9,81,76,31,8,45,5,3,94,28,80,17,46,42,71,36,4,16,55,22,60,35,49,69,68,65,87,62,38,25,78,61,95,34,11,59,39,37,1,84,52,98,7,72,40,47,6,64,23,30,79,91,53,92,96,86,14,85,90,74,73,2,48,19,99,21,27,18,88,43,56,58,63,10,67,44,89,29,20,15
40,77,73,26,90,62,34,71,88,99,52,93,66,67,20,98,61,85,49,11,36,16,2,72,15,81,83,59,76,63,97,30,91,78,27,38,87,42,24,17,86,21,74,53,84,60,35,50,89,12,56,80,6,14,92,82,19,51,69,75,48,7,70,28,58,68,37,100,23,5,9,95,4,47,55,43,45,8,96,57,1,44,32,46,31,39,22,25,10,79,54,41,64,18,33,94,13,65,29,3
70,17,78,61,9,97,92,72,85,24,52,81,51,1,36,4,25,37,19,15,20,90,59,11,38,74,77,42,5,49,47,58,6,21,14,76,22,63,64,31,10,3,7,95,39,66,60,57,94,99,62,69,27,75,50,82,40,80,83,56,96,33,68,89,55,48,12,32,98,30,28,93,18,100,26,43,41,84,34,87,91,8,46,73,23,86,29,53,88,79,45,65,54,44,67,16,35,71,2,13
70,76,87,97,59,33,69,41,53,4,46,20,19,57,3,44,56,38,11,31,21,64,6,80,63,34,45,86,26,99,8,96,43,88,66,29,93,12,65,25,92,84,67,82,28,90,42,60,2,18,23,24,1,79,52,5,50,68,91,100,37,10,54,39,95,58,89,47,78,17,22,13,9,75,49,61,27,77,51,73,15,32,62,16,94,35,7,98,71,36,83,40,48,14,30,55,74,72,81,85
32,97,98,92,1,22,40,70,83,90,20,10,57,45,54,96,37,79,52,71,39,51,84,7,74,69,85,100,78,60,82,87,2,44,38,9,72,62,63,4,8,17,6,31,88,12,91,68,73,89,34,41,21,66,43,5,15,80,24,99,35,94,11,95,36,42,81,16,53,18,29,13,86,30,76,46,19,14,64,77,56,61,75,47,65,93,33,48,3,26,25,50,49,67,27,58,28,55,59,23
39,67,83,6,65,33,89,76,92,11,74,91,9,25,49,82,59,93,47,26,90,24,60,28,95,72,51,79,36,80,68,85,27,34,23,70,30,38,61,21,96,64,22,78,50,42,71,29,63,16,81,86,52,62,45,40,32,97,12,54,5,20,19,13,17,58,46,8,57,69,44,10,31,1,77,14,18,48,87,43,100,41,73,55,15,56,98,2,7,94,3,75,66,88,99,35,37,84,4,53
42,15,17,16,97,43,77,79,34,50,83,46,37,29,45,55,69,41,26,75,57,78,47,3,7,4,33,87,30,71,56,95,51,89,35,14,18,94,52,99,6,28,13,88,66,9,64,86,63,48,19,80,32,38,27,25,54,81,62,100,39,67,11,10,21,2,36,85,96,73,23,22,40,90,91,58,76,12,65,92,74,5,31,59,98,93,53,44,60,49,84,8,20,70,1,24,82,61,68,72
40,80,84,59,69,91,88,50,72,5,29,28,42,55,15,30,93,58,4,82,70,11,9,46,12,66,36,94,51,63,75,10,18,33,3,96,100,7,52,98,71,97,85,13,34,89,54,61,67,21,64,49,41,19,20,14,47,90,74,6,37,68,92,48,38,8,79,16,86,53,32,43,35,2,99,77,17,56,23,62,60,78,57,87,39,31,65,25,81,1,73,76,22,27,95,44,24,26,45,83
51,24,4,35,44,53,21,90,82,78,70,95,58,67,65,74,61,27,86,5,69,13,42,77,96,62,88,2,37,46,36,18,97,15,20,17,98,32,10,71,26,39,3,55,87,91,7,47,50,56,72,79,14,54,81,100,60,1,6,41,25,38,9,11,59,93,63,34,31,48,40,33,49,43,52,73,29,68,57,80,85,99,75,8,16,92,45,30,66,64,12,19,84,83,89,94,22,76,23,28
19,11,1,22,74,44,21,35,46,9,89,94,59,13,31,83,25,14,68,76,53,12,99,28,3,55,54,93,16,17,36,85,58,96,41,86,63,66,62,73,98,40,70,82,26,60,71,57,10,77,67,61,8,7,43,81,34,64,80,79,29,42,5,90,33,49,56,32,92,45,6,51,39,91,84,30,72,48,69,24,50,23,20,18,78,2,95,65,37,75,100,15,88,27,38,52,4,97,87,47
73,23,51,29,100,16,69,59,43,55,65,79,91,67,10,18,93,24,61,32,78,19,70,1,30,86,41,35,80,98,2,74,87,76,13,27,9,77,12,14,40,81,42,88,33,39,45,47,15,50,99,64,28,60,75,66,63,62,37,31,85,56,94,72,52,48,84,38,26,68,25,49,4,46,20,92,17,57,6,3,44,8,21,58,71,11,54,34,36,96,95,5,22,53,7,97,90,82,89,83
15,85,92,19,49,8,6,81,65,58,39,3,90,54,73,28,96,14,59,16,40,98,93,80,12,75,64,29,89,41,67,68,76,26,5,21,50,10,27,7,95,2,62,82,44,30,13,33,72,77,78,60,91,74,9,87,86,69,22,70,66,36,42,37,34,55,43,97,99,17,63,24,25,83,61,79,46,32,35,31,45,1,4,18,20,38,84,100,11,48,94,56,71,88,57,23,51,47,52,53
23,12,10,64,54,5,14,78,15,79,44,68,61,50,2,41,51,40,43,100,77,19,26,74,20,34,65,3,22,90,83,27,60,88,36,75,47,87,4,92,55,67,16,56,85,42,89,72,48,33,38,11,21,91,66,71,46,63,53,58,69,24,93,86,95,84,7,81,28,45,31,70,82,35,37,32,62,29,39,18,17,8,52,1,30,98,96,9,99,59,97,94,80,49,6,13,76,73,25,57
71,22,94,87,60,86,15,76,83,36,91,64,99,48,77,69,3,79,92,63,13,96,41,52,84,38,19,20,10,14,28,8,62,66,17,100,5,2,55,93,6,61,29,53,33,85,78,50,51,45,88,74,95,43,49,9,82,73,97,26,70,34,46,18,27,90,23,65,47,32,25,7,35,39,59,58,12,68,40,56,1,31,42,81,72,24,67,21,30,54,37,57,11,89,4,44,80,98,16,75
10,36,55,72,76,97,5,8,24,32,66,69,94,71,43,20,91,88,62,31,49,4,22,12,33,59,52,40,67,68,44,73,29,11,37,15,82,58,63,48,21,30,45,42,99,50,90,64,87,89,9,41,14,65,81,53,61,56,2,77,28,19,7,25,6,46,18,1,75,38,86,35,70,34,96,93,51,95,54,92,57,27,84,98,79,78,26,17,100,74,39,47,60,3,80,13,23,16,83,85
40,92,24,90,50,77,28,10,35,4,19,52,21,22,72,60,6,44,31,17,45,71,32,41,47,82,39,70,43,69,2,51,57,12,68,79,42,76,61,84,91,59,55,37,96,75,25,56,58,1,86,20,8,33,97,11,5,26,38,9,66,63,98,49,54,80,29,78,34,99,18,53,100,93,14,94,64,73,74,46,36,15,95,30,13,16,27,23,67,3,87,7,48,65,88,89,62,83,81,85
65,75,96,42,30,68,73,77,21,53,38,19,76,26,27,99,12,70,11,17,78,83,79,18,81,57,89,97,80,71,41,92,62,32,7,54,15,40,87,29,44,4,9,98,1,63,52,56,55,36,34,20,14,6,37,47,67,51,31,72,88,2,90,94,84,28,43,61,33,86,82,74,13,66,10,91,64,48,95,69,8,25,16,85,93,46,5,45,3,24,23,50,100,58,60,35,59,49,22,39
32,58,75,84,61,52,45,78,26,39,16,44,86,23,62,74,42,29,60,93,21,53,47,70,30,79,8,43,6,59,68,91,55,89,83,17,9,100,88,37,36,80,96,56,85,41,99,25,1,64,2,98,72,11,97,67,66,22,5,28,4,94,73,82,38,13,14,24,92,81,35,54,15,77,46,95,71,34,33,40,90,27,48,18,63,50,49,76,65,12,7,3,10,87,31,19,20,57,51,69
75,28,66,20,25,47,19,64,12,54,60,49,16,88,94,81,4,70,26,55,6,24,29,91,45,3,67,51,86,5,46,58,22,13,50,89,10,68,27,33,78,76,99,2,79,98,44,35,95,18,56,62,72,100,7,8,92,17,65,40,69,43,15,80,61,21,30,97,11,82,38,85,23,39,52,53,83,87,96,31,37,9,57,84,1,32,71,34,42,74,36,48,59,73,77,90,14,41,93,63
9,25,46,85,82,7,13,37,18,87,74,40,3,34,76,90,29,20,78,26,36,16,63,21,30,1,75,66,89,88,57,70,61,31,79,64,93,100,67,2,50,22,98,10,58,38,55,19,65,24,96,6,71,48,11,95,84,81,17,68,5,42,35,92,39,77,51,33,72,99,86,14,45,52,43,32,28,73,49,60,80,56,15,97,53,12,44,8,69,62,83,54,59,41,94,23,4,91,47,27
10,38,64,25,16,95,58,19,40,69,53,66,52,22,6,41,84,24,49,72,74,27,21,97,39,77,86,57,5,36,94,60,43,90,29,32,15,88,35,85,28,68,63,100,59,18,70,47,14,9,42,83,17,34,67,81,23,54,51,92,48,55,2,89,78,87,91,33,65,99,93,11,50,46,1,96,80,73,75,79,20,76,7,26,45,13,61,3,71,31,56,44,8,82,12,37,98,62,30,4
42,61,20,59,75,67,8,90,70,48,55,84,25,21,64,65,95,44,77,9,17,66,58,36,97,4,81,96,35,93,50,85,47,39,28,27,88,86,79,31,69,52,43,10,91,1,33,53,23,68,49,37,32,38,11,57,15,63,30,62,16,34,24,76,72,19,71,87,99,78,12,73,3,51,54,22,98,29,41,100,45,74,83,94,18,13,2,40,6,46,5,92,82,26,7,56,14,60,80,89
28,52,97,93,87,80,11,22,64,62,48,58,83,36,54,2,39,3,34,59,100,79,68,50,25,70,6,35,20,4,10,45,37,30,12,29,77,71,75,89,74,32,57,94,5,72,42,78,82,13,51,53,9,33,47,98,19,21,31,43,76,23,95,60,24,15,69,18,91,26,65,16,92,7,90,61,66,46,40,88,56,55,99,49,86,38,41,84,8,17,81,73,27,96,85,14,44,1,67,63
19,46,85,75,38,92,100,89,73,63,53,6,79,48,95,60,71,64,47,28,14,12,72,11,88,91,24,45,10,90,81,16,83,22,70,5,33,67,96,57,55,4,69,59,62,84,54,8,23,18,94,74,31,52,78,13,65,29,36,99,77,2,50,41,44,9,35,87,61,20,98,7,40,15,27,43,3,32,39,56,86,26,68,21,1,97,76,80,30,25,66,82,49,51,93,34,58,17,37,42
18,19,87,14,27,60,48,23,1,52,68,70,47,45,44,41,29,30,8,54,79,26,100,94,86,99,90,25,78,75,57,5,59,85,37,56,39,63,53,36,77,7,40,62,73,76,22,61,67,92,96,31,11,28,55,46,32,58,50,10,33,81,69,65,4,74,66,35,21,97,64,34,88,89,38,95,71,3,20,15,84,83,9,80,91,42,93,49,43,24,17,12,13,82,98,2,6,51,72,16
12,1,3,67,18,73,64,45,60,34,51,77,19,94,66,74,13,28,95,87,24,92,88,93,39,79,10,30,27,17,26,46,82,22,98,37,71,4,40,78,11,21,84,69,44,38,14,52,23,100,33,7,49,2,62,58,99,41,25,91,63,56,15,43,6,76,47,68,90,61,36,65,80,59,35,57,55,5,75,31,83,96,89,20,86,53,54,72,9,16,50,97,85,42,29,48,8,32,81,70
73,36,78,84,35,55,42,88,96,64,92,41,95,54,3,52,85,10,51,56,12,19,63,44,6,27,89,46,59,61,33,5,71,86,100,7,79,57,15,60,32,29,26,18,76,97,47,11,67,98,80,50,31,30,66,62,38,37,2,70,28,20,68,24,45,43,8,81,77,93,17,75,16,69,14,83,39,13,4,82,22,65,21,99,49,87,74,48,40,23,91,1,94,72,34,90,9,53,58,25
