0,462
0,488
0,448
1,399
1,118
2,167
2,160
3,208
3,497
3,243
3,379
4,218
6,70
6,344
8,136
9,85
9,369
9,86
9,69
10,370
10,70
10,404
10,461
10,130
10,350
11,434
11,19
11,489
11,422
11,465
12,446
12,469
12,78
12,373
12,468
13,89
13,244
13,255
14,23
15,204
16,224
16,492
16,225
16,269
16,326
16,193
17,27
17,151
17,68
18,201
18,28
18,78
20,411
20,216
20,112
20,247
20,364
21,368
21,24
21,323
23,412
25,312
25,4
25,70
25,387
25,332
26,108
26,93
26,240
26,91
26,239
27,128
28,193
28,16
28,387
28,258
29,410
30,290
30,93
30,120
31,133
31,297
32,136
32,56
33,312
34,225
34,277
35,94
35,106
35,482
35,18
35,274
35,255
36,221
37,194
38,218
38,443
38,306
39,194
40,266
40,124
40,207
42,243
42,201
42,139
43,111
44,402
44,354
45,244
45,181
46,455
46,474
47,283
48,81
48,55
49,446
49,181
50,375
50,456
50,353
50,251
51,425
52,462
52,51
52,289
52,403
52,124
53,353
53,229
53,479
55,302
55,336
56,423
57,111
57,406
57,291
57,173
58,358
58,26
58,454
58,374
58,386
58,449
58,21
58,359
59,330
60,209
60,257
60,483
61,338
62,118
62,338
63,104
63,189
64,497
65,108
66,363
66,161
66,484
66,22
66,147
67,442
67,201
67,497
68,254
68,433
69,195
70,217
70,497
70,198
70,175
71,255
73,28
74,139
74,190
74,206
74,65
75,291
75,319
76,119
77,326
77,270
77,488
78,101
78,307
79,43
79,494
79,114
79,374
79,80
79,278
79,60
80,172
80,132
80,69
81,406
81,358
82,447
82,422
82,126
83,239
83,23
83,342
84,30
84,180
84,105
85,77
85,332
85,383
85,287
86,220
87,480
87,369
87,392
87,393
87,229
87,13
88,35
88,279
88,0
88,196
88,473
88,373
88,216
88,61
88,239
89,152
90,393
90,115
92,299
92,390
92,32
92,460
93,282
93,22
93,252
93,102
94,104
94,196
94,168
94,197
95,414
96,487
96,489
96,42
96,452
97,406
98,461
98,239
99,405
99,307
99,134
100,184
100,40
100,426
100,41
100,264
101,269
101,386
101,341
101,207
101,51
101,392
102,488
103,379
103,418
103,265
104,230
104,275
104,235
107,270
107,298
107,84
107,175
107,327
108,73
109,12
109,70
109,43
109,119
109,389
109,246
110,245
112,156
112,5
112,116
113,114
114,275
114,139
115,341
115,405
115,51
115,156
117,478
118,415
118,47
118,57
119,452
120,51
120,424
121,434
121,69
121,493
121,495
122,223
122,475
122,162
123,108
123,362
123,202
124,119
124,262
125,333
126,91
126,236
126,56
126,240
128,33
129,290
130,128
131,365
132,248
132,102
133,274
133,231
134,352
134,122
135,52
135,199
135,355
136,248
136,221
136,29
138,86
138,423
138,21
139,248
139,381
139,418
140,252
140,436
140,166
140,331
140,482
141,41
141,144
141,338
141,80
142,417
142,339
143,31
143,425
143,84
144,104
144,236
146,466
146,77
147,37
147,260
147,171
147,379
147,374
147,439
147,388
148,180
149,177
149,160
149,86
149,448
150,219
151,293
152,493
152,19
152,319
153,252
153,276
154,316
155,446
155,430
155,207
156,339
156,484
156,216
156,232
157,107
158,202
158,174
159,427
159,423
159,9
159,107
159,493
160,172
161,403
161,131
161,143
161,197
161,247
162,384
163,275
163,461
164,454
164,81
164,467
165,84
165,261
166,95
166,286
166,349
167,98
167,312
167,158
167,18
168,121
168,425
169,225
169,251
169,286
169,252
170,91
170,193
170,304
170,410
171,389
171,478
172,219
172,349
173,497
173,443
173,458
173,67
174,479
174,350
175,77
176,415
176,166
177,5
177,225
178,466
179,363
180,332
180,117
182,98
183,227
183,485
183,249
183,371
184,261
184,146
184,265
184,434
184,159
186,479
186,85
186,56
186,268
187,227
187,194
187,448
187,368
187,408
187,175
188,278
188,240
189,384
189,414
189,111
191,194
191,72
191,477
192,426
192,489
192,91
193,496
194,275
194,466
195,448
195,56
195,361
195,138
197,70
197,342
197,155
198,235
199,286
199,416
199,323
199,344
199,213
199,472
200,214
200,152
201,119
203,62
204,435
204,230
204,461
205,307
206,488
207,324
207,424
207,138
207,173
207,112
208,384
208,338
209,173
209,442
210,261
210,353
211,226
211,464
211,488
212,389
212,256
212,27
212,207
212,128
213,36
213,156
213,440
213,352
214,237
214,316
214,437
215,299
216,120
216,326
217,232
217,61
217,408
217,324
218,490
218,446
218,23
219,8
220,83
220,201
220,75
220,189
220,344
220,411
221,119
222,155
222,37
222,272
222,446
222,246
222,205
222,110
222,356
223,323
224,146
224,32
224,251
226,150
226,441
226,159
227,0
227,453
227,109
227,72
227,341
229,449
229,400
229,56
229,210
229,148
230,480
230,76
231,415
231,420
232,413
233,185
233,304
233,331
234,365
234,193
236,159
236,336
237,404
237,210
237,397
237,168
238,236
238,28
239,375
239,378
239,216
240,119
241,133
241,175
241,325
242,56
242,341
243,41
243,355
243,409
243,203
243,40
243,405
243,46
244,89
244,452
244,357
244,361
244,271
245,176
245,467
245,384
247,179
247,287
247,123
247,258
247,450
247,413
248,455
249,304
249,281
249,87
249,498
250,444
250,132
250,66
250,367
252,279
252,43
252,425
253,107
253,343
253,489
254,194
255,282
256,469
257,393
257,271
257,25
257,314
259,51
259,83
259,237
259,340
259,438
261,461
261,138
261,398
261,433
262,358
262,19
263,286
263,313
263,113
263,231
263,180
264,238
264,127
264,320
264,368
265,27
265,209
266,4
267,13
267,414
268,459
268,471
269,102
269,409
270,151
270,61
270,294
270,32
271,323
272,353
272,140
272,229
272,341
272,90
272,381
274,244
274,108
275,306
276,78
276,459
276,219
276,28
277,462
277,63
278,464
279,273
280,495
280,113
280,162
280,225
280,193
280,201
281,61
282,59
282,122
283,162
283,178
283,487
284,472
284,182
285,136
285,191
287,24
288,377
289,43
289,214
289,306
290,322
290,162
291,452
291,120
293,232
294,302
294,349
294,24
295,70
295,343
295,339
296,461
297,317
297,318
297,429
297,402
297,363
298,389
298,404
298,341
298,244
299,269
299,454
299,482
299,116
300,45
300,242
300,262
301,414
301,425
301,402
301,453
302,41
302,120
302,420
302,331
303,286
303,467
304,4
304,149
304,179
304,137
306,283
306,106
306,387
306,318
306,446
306,496
307,138
308,270
308,241
308,439
308,95
309,224
309,368
309,12
309,62
310,395
310,397
310,385
310,467
311,487
312,137
312,119
313,293
313,464
313,177
314,459
314,181
315,405
316,314
317,76
317,195
317,54
317,30
318,218
318,15
318,409
319,196
320,497
320,105
320,230
320,3
321,125
321,231
321,255
324,322
324,364
324,43
325,47
325,4
325,284
326,120
327,65
327,305
327,316
328,278
329,65
329,250
329,131
331,431
332,349
333,301
333,115
334,180
334,170
334,191
334,49
335,327
335,363
335,454
336,85
336,414
337,267
337,303
337,318
337,102
337,141
339,245
339,232
340,275
341,349
342,331
343,365
343,29
344,280
344,472
346,5
346,321
346,279
346,301
346,309
347,180
347,228
347,100
347,148
347,403
347,127
348,221
348,499
348,351
350,365
350,30
351,384
351,153
352,331
352,441
352,388
353,304
353,442
353,33
353,110
354,102
355,279
355,274
356,252
356,172
356,341
356,484
356,73
356,64
356,168
356,21
357,373
357,461
358,296
359,30
359,328
359,248
359,18
359,193
360,340
360,24
360,139
360,249
360,131
360,234
362,470
362,281
362,22
363,88
363,312
363,321
363,476
363,72
364,27
365,370
366,389
367,224
367,278
367,261
367,70
367,15
369,117
370,494
370,51
370,475
370,132
370,124
370,176
371,260
371,200
371,102
372,320
372,138
373,311
373,260
373,93
374,176
380,328
381,325
382,204
382,376
382,154
382,75
382,35
382,265
382,81
382,65
383,288
383,240
385,150
386,429
388,253
389,258
389,70
389,375
389,368
389,28
390,287
390,493
390,97
390,449
391,287
391,295
391,251
392,37
392,32
392,493
392,255
393,75
393,370
394,252
394,7
394,493
396,490
396,31
396,473
396,469
396,33
397,308
397,458
397,86
397,370
397,391
398,356
398,204
398,437
398,269
398,201
399,348
400,291
400,27
400,169
401,131
401,486
401,171
402,204
402,378
402,306
402,476
402,164
403,187
403,252
404,64
404,102
404,205
405,36
405,188
406,91
406,51
406,296
407,454
408,3
408,325
408,317
408,27
410,198
412,481
412,395
412,169
412,484
413,412
413,472
413,132
413,196
413,474
414,194
415,91
416,301
416,486
417,345
417,161
417,479
419,161
419,174
419,150
420,116
421,262
421,288
421,383
421,135
422,155
422,40
423,380
424,364
424,423
424,452
425,296
425,91
427,197
427,129
428,165
428,456
428,177
428,217
428,324
428,111
428,128
428,355
428,311
429,144
429,84
429,231
430,278
431,198
431,97
432,280
432,140
432,433
432,114
433,319
433,400
433,24
434,404
434,497
435,139
435,319
435,85
436,487
436,403
437,359
437,484
438,270
438,142
438,107
438,283
438,277
439,326
439,274
439,428
439,65
440,210
440,109
441,248
441,55
442,181
443,385
444,77
444,106
444,11
444,396
444,466
444,386
445,430
445,183
445,426
446,93
446,342
446,313
447,227
447,301
447,204
448,4
448,488
448,362
448,395
449,230
449,98
450,236
451,436
451,427
452,362
453,449
453,65
454,389
454,309
455,30
455,326
456,175
457,139
457,422
457,250
457,322
458,49
458,193
459,330
459,180
459,262
462,327
462,429
462,212
462,166
463,486
463,128
463,268
463,397
464,67
465,386
465,296
466,380
467,117
467,271
467,68
468,182
469,177
469,162
469,21
471,381
472,185
473,34
473,84
473,253
475,273
476,388
476,190
477,425
477,227
478,168
478,166
478,74
479,329
479,213
479,90
480,241
480,469
481,150
482,118
482,332
482,447
482,13
483,169
484,22
484,255
485,259
485,439
485,478
485,441
486,291
486,187
486,396
486,376
486,240
487,456
487,345
488,442
491,90
491,119
491,355
491,414
492,325
492,196
493,51
493,24
493,265
494,227
494,367
495,48
496,279
496,492
497,202
498,223
498,280
499,183
499,125
